id1,id2,sim_score
120,7751,0.8711573
4,35892,0.87115073
454,59558,0.8711257
1380,21904,0.87107813
2355,52549,0.87098074
973,30721,0.87090665
773,12109,0.87077755
1964,20309,0.8706876
40,43907,0.87067723
1051,43777,0.87036717
1672,60210,0.87034416
1188,37787,0.87031525
1828,9299,0.8702719
2144,52470,0.87021065
1186,3253,0.870062
2565,50008,0.86993605
1203,6998,0.86992395
2188,41389,0.8699195
1348,33861,0.8698565
674,30721,0.86964476
804,59558,0.8696253
2540,28051,0.8694691
2385,34586,0.8694627
811,53129,0.86939055
2282,4370,0.86935973
999,10812,0.86934984
806,7363,0.8693304
503,50780,0.86924434
1964,9847,0.8691629
540,17510,0.86902046
2184,50155,0.8689953
1558,63141,0.868782
1991,18241,0.8687396
540,16948,0.86873955
265,7560,0.8686888
806,35236,0.86868423
1424,34331,0.86861277
674,21047,0.8680943
1082,47516,0.8680295
2029,55342,0.86799717
973,2464,0.86795163
1905,37108,0.86773455
1630,46369,0.8675554
2405,35434,0.86720276
986,12780,0.8671423
1082,12240,0.8670001
1925,1933,0.8669883
436,54938,0.86695963
657,13037,0.86687505
1051,30906,0.86651963
583,40053,0.8664989
131,22305,0.8664351
660,21475,0.8662625
1051,37919,0.86623883
1224,44767,0.8662275
2086,13754,0.8662173
2184,4298,0.86614865
916,48069,0.8661196
408,40444,0.8661083
2416,35914,0.86593246
2385,50005,0.8659255
840,61486,0.8658811
1750,22911,0.8658608
2184,29784,0.8658496
2554,46389,0.8657129
2565,44812,0.8655926
1082,63245,0.8655591
39,22911,0.8655404
1050,30906,0.8655129
1152,43176,0.8654479
2332,44542,0.8653139
503,7525,0.8651754
6,59202,0.86515164
2042,17236,0.86514306
1082,9939,0.8651047
60,32260,0.86504114
1439,33793,0.86503524
840,17041,0.86502135
2399,42542,0.8649939
2042,63245,0.8648145
280,20363,0.8648116
1082,56496,0.86477506
1818,41920,0.8646959
1625,50245,0.86469036
879,59907,0.8646171
773,11740,0.86448276
376,4589,0.8644436
189,4589,0.8644436
205,4589,0.8644436
1408,55684,0.86443305
2612,38815,0.8644144
642,38339,0.8644115
529,39290,0.86435986
2215,32114,0.8642817
916,46289,0.86425614
264,37919,0.86422324
674,50780,0.8641317
93,24034,0.86398214
934,23100,0.86387986
265,9847,0.86386454
2383,50644,0.8636505
994,44986,0.86361253
1188,56576,0.8635874
2385,44758,0.8635045
674,42542,0.8634941
1519,29138,0.8634775
1991,2357,0.8634733
1424,59907,0.8634492
51,37725,0.8634115
1737,35095,0.8633476
1519,13705,0.86333233
677,10256,0.863276
408,4589,0.8631967
175,53486,0.86306804
2489,56576,0.8628846
2385,43060,0.8628452
284,59558,0.86275625
2332,42439,0.8627051
107,58383,0.8626497
540,63622,0.86261976
1037,43577,0.86250925
996,48928,0.86240405
96,57609,0.86234874
1964,483,0.8622943
182,33034,0.86228395
2381,20480,0.8622092
842,48069,0.8621415
1989,49855,0.8621136
1178,61128,0.861998
649,10256,0.8619348
1908,56281,0.8619197
247,14081,0.86191916
526,51976,0.8618898
1145,51866,0.8618837
555,59936,0.86188227
2588,4589,0.8618049
228,4589,0.8618049
1759,38688,0.8617431
1989,18611,0.86174065
155,4589,0.8617375
994,20734,0.861671
2157,47993,0.8616699
6,43278,0.8615948
1925,57581,0.86158496
658,33580,0.861477
645,56137,0.86142176
1830,23711,0.86122763
2385,46567,0.86122215
406,60363,0.8612038
1082,19535,0.8611944
1050,46828,0.8611897
996,7525,0.86114347
74,57667,0.86099756
526,28751,0.8609756
1050,43777,0.8608862
228,40642,0.86084384
2588,40642,0.86084384
840,30120,0.8607907
1841,48928,0.86076236
2052,32392,0.86062825
120,9565,0.86045575
1498,15307,0.8603964
1394,22308,0.86038625
340,9939,0.8603488
1377,45113,0.86019397
2168,40316,0.860188
2193,23036,0.8601042
735,36549,0.8600875
1519,27630,0.86006534
1901,4589,0.86002517
2385,30048,0.8600197
1841,41055,0.85997844
1672,33175,0.85993326
855,1933,0.8597925
2212,61103,0.85967565
503,37320,0.85965717
1818,7564,0.8594934
562,13037,0.8592487
1972,40086,0.8590667
503,16274,0.8589887
408,40642,0.85890985
801,12503,0.8587642
195,44003,0.8587304
1945,6124,0.85851955
840,48069,0.8584808
503,44986,0.8584772
205,32656,0.85831547
189,32656,0.85831547
376,32656,0.85831547
406,63403,0.8583019
1865,31853,0.85829186
2184,23243,0.8582057
859,43308,0.8581903
581,27456,0.8581491
677,34154,0.8580819
1868,32373,0.8579639
2103,53969,0.85796374
68,15006,0.8579488
661,14605,0.85793364
767,14605,0.85793364
503,5730,0.857885
1773,14067,0.857828
2184,40965,0.8577983
2184,23036,0.8577384
1643,57875,0.85762
2385,32362,0.8575443
861,14605,0.85751504
886,14605,0.85751504
1976,4589,0.85751486
1895,4589,0.85751486
1945,54369,0.8575087
1000,14605,0.857242
961,14605,0.857242
879,45889,0.85720545
1498,4158,0.85711825
74,31393,0.8571109
1857,35609,0.8571015
264,6891,0.85707504
861,57047,0.8570603
886,57047,0.8570603
1188,46916,0.85704
1773,12964,0.8570372
2585,4589,0.85702014
76,4589,0.85702014
52,4589,0.85702014
568,4589,0.85696405
801,666,0.8569288
2042,18337,0.8568521
1818,50245,0.8568516
2391,22010,0.856837
503,52946,0.85682666
570,33681,0.8568243
1451,35793,0.85679555
198,18730,0.8567483
503,39695,0.856734
661,57047,0.85666513
767,57047,0.85666513
2588,40444,0.8566593
228,40444,0.8566593
45,7564,0.8566047
658,57284,0.8565767
1599,46857,0.85656416
115,57047,0.8563284
42,57047,0.8563284
2603,57047,0.8563284
3,57047,0.8563284
2399,30705,0.8563117
559,31393,0.8563062
436,45743,0.8562771
1203,10690,0.85618633
773,7564,0.8561325
2042,39396,0.8561293
1599,52075,0.85610247
1051,51976,0.85609186
973,5730,0.8560878
2042,47516,0.8560505
182,63403,0.8560461
2086,8511,0.8560277
406,43777,0.85602593
739,26342,0.85602486
1442,32111,0.8559082
1841,16499,0.85588276
169,57047,0.8558679
194,57047,0.8558679
1124,34798,0.8558676
658,21042,0.85585845
1890,59778,0.85585475
2027,57632,0.8558422
2068,18345,0.85583746
2442,29036,0.85582626
2374,31280,0.8556844
1486,52022,0.8556646
2500,9936,0.85562396
840,26011,0.85562116
1439,34274,0.85561025
295,10507,0.8555541
329,10507,0.8555541
353,10507,0.8555541
2042,21475,0.85548794
885,52285,0.85544276
1914,57047,0.85541147
1827,57047,0.85541147
1922,57047,0.85541147
2570,57047,0.85541147
1828,44385,0.8552971
581,2464,0.855204
2489,46916,0.8551067
406,38561,0.85509515
961,57047,0.85509443
1000,57047,0.85509443
1046,58432,0.85498697
667,43308,0.8549223
2612,38975,0.85486454
1901,40642,0.8547249
1972,16223,0.8547155
664,63141,0.85468173
570,10163,0.85466695
526,56496,0.85463816
189,44761,0.85458606
376,44761,0.85458606
205,44761,0.85458606
971,6044,0.8545678
879,43777,0.8545658
1519,47930,0.85456216
184,57499,0.85451055
2340,35459,0.8544986
879,23618,0.8544538
811,21924,0.8543171
773,31022,0.8542677
994,42920,0.8542448
986,1184,0.8542341
76,32656,0.85418475
2585,32656,0.85418475
52,32656,0.85418475
1498,39111,0.8541083
2074,9939,0.85407907
1078,33580,0.8539355
410,40444,0.85393226
580,40444,0.85393226
622,40444,0.85393226
205,40444,0.8539093
376,40444,0.8539093
189,40444,0.8539093
155,8559,0.85389835
1051,21004,0.8538842
503,58907,0.853876
120,55492,0.8538513
1050,51976,0.8538197
879,17236,0.85381293
2343,54979,0.85372794
1050,37919,0.85370743
528,4751,0.85367316
321,4589,0.8535993
278,4589,0.8535993
359,4589,0.8535993
1978,22305,0.8535149
2355,57384,0.85349786
2374,9299,0.8534941
1375,5079,0.85333604
175,60455,0.8533231
1326,21606,0.8531952
568,8559,0.8529875
175,30753,0.85295874
1519,31823,0.8528697
986,15801,0.8528668
1536,38552,0.8528507
798,15339,0.8528449
3,10507,0.8527998
42,10507,0.8527998
115,10507,0.8527998
2603,10507,0.8527998
811,31393,0.8527452
514,32599,0.8527272
1051,63245,0.8527225
1901,42156,0.8525968
503,57667,0.85255784
464,25579,0.8524798
1164,50670,0.8524618
545,4589,0.85244274
520,4589,0.85244274
773,49169,0.85239226
811,57667,0.8523652
74,50248,0.85234106
1736,34941,0.8523199
773,13025,0.85208863
1989,16106,0.85208523
1908,7560,0.8520812
1759,2195,0.852044
511,54340,0.85201204
18,15339,0.851948
1998,31393,0.85190195
131,37919,0.851895
1046,34301,0.85186887
2005,15847,0.8518597
1050,63245,0.85171354
60,18281,0.8516078
1945,15576,0.8515639
1776,58784,0.8515525
2383,6243,0.851549
580,4589,0.85154563
410,4589,0.85154563
622,4589,0.85154563
2450,37045,0.85153425
1377,57384,0.8515171
1898,30691,0.85150814
1828,17062,0.85150385
153,11758,0.851418
1914,14605,0.8514148
1827,14605,0.8514148
2570,14605,0.8514148
1922,14605,0.8514148
925,61651,0.8513813
1976,32656,0.8513456
1895,32656,0.8513456
228,42156,0.85129464
2588,42156,0.85129464
520,40444,0.85129267
545,40444,0.85129267
511,45010,0.85125977
528,7908,0.8512472
1050,60949,0.8512019
2037,50897,0.8511354
562,49169,0.851088
1502,54854,0.8509902
916,34154,0.8509526
131,55586,0.85093594
1050,47516,0.8509333
528,33681,0.8509296
2399,43912,0.8509234
2343,16092,0.85091794
1050,23224,0.8508899
1188,37919,0.8508573
340,53022,0.8508534
114,26552,0.8507605
264,34865,0.8507029
917,6850,0.8505851
2570,10507,0.85057306
1827,10507,0.85057306
1922,10507,0.85057306
1914,10507,0.85057306
520,32656,0.8505653
545,32656,0.8505653
677,29504,0.8505366
1068,17415,0.85050946
669,31981,0.85048723
1952,40332,0.8504528
1841,55313,0.85042846
570,33405,0.8504114
2042,23618,0.8503718
469,4589,0.85033613
460,4589,0.85033613
2489,37919,0.8502617
1382,48837,0.850193
498,51630,0.85019255
74,30721,0.85017407
842,48928,0.8501594
497,31497,0.85014087
45,29964,0.8501371
916,19343,0.8501154
1918,57383,0.85011536
107,63945,0.8501071
2565,60777,0.8500818
353,57047,0.85003984
295,57047,0.85003984
329,57047,0.85003984
105,12017,0.8500302
2193,51617,0.8500272
2294,49290,0.849802
189,27953,0.84979284
205,27953,0.84979284
376,27953,0.84979284
1432,29409,0.84974885
859,18704,0.8496729
329,14605,0.849653
353,14605,0.849653
295,14605,0.849653
228,32656,0.8495698
2588,32656,0.8495698
545,44761,0.84956914
520,44761,0.84956914
2215,40870,0.8495565
703,51769,0.84948623
1630,41972,0.8494472
2042,45889,0.8494133
2585,40444,0.8494039
52,40444,0.8494039
76,40444,0.8494039
1788,23894,0.8492845
460,32656,0.8492805
469,32656,0.8492805
18,5087,0.84925604
1908,9847,0.8492483
1324,54231,0.84920764
946,22911,0.84918463
195,61696,0.84916985
2282,41974,0.84913504
580,32656,0.84909415
410,32656,0.84909415
622,32656,0.84909415
2086,19786,0.84908795
1945,48392,0.8490533
829,16218,0.84901685
2074,12240,0.848904
973,31393,0.84889114
2585,44761,0.8488408
76,44761,0.8488408
52,44761,0.8488408
528,17415,0.84883666
569,52438,0.8487778
849,57581,0.84875077
317,37465,0.84873366
1841,40897,0.8487149
1966,36549,0.8486606
973,37702,0.84864575
622,44761,0.8486309
410,44761,0.8486309
580,44761,0.8486309
1958,2357,0.84859025
1377,23262,0.8485178
74,39550,0.8484405
851,60949,0.8483867
1815,9180,0.84838146
278,40444,0.84838116
359,40444,0.84838116
321,40444,0.84838116
1051,47516,0.84830534
1901,40444,0.8482847
986,38444,0.84820175
677,42920,0.8481821
840,46608,0.84813404
454,40488,0.8481269
1946,28422,0.8481212
659,60153,0.8481195
406,7950,0.8481107
278,32656,0.84810483
321,32656,0.84810483
359,32656,0.84810483
1486,11268,0.84810233
916,46608,0.8480689
2246,11180,0.8480642
505,23618,0.8480269
514,17415,0.84801805
676,2762,0.84801626
538,31531,0.847906
2338,54174,0.84788626
1408,54979,0.8478856
840,16972,0.84788084
2385,24966,0.847772
1841,55705,0.84776723
1964,42599,0.8477672
131,39396,0.84772897
1905,33750,0.8476898
2565,46389,0.84760904
709,36064,0.84759915
1000,10507,0.84758896
961,10507,0.84758896
2519,29409,0.8475671
514,50886,0.84756327
2168,37005,0.847518
996,55705,0.84745336
72,46106,0.8473122
540,61042,0.84725714
1773,2563,0.8472537
2399,35097,0.8471627
1818,11740,0.84715915
2464,50877,0.8471179
2086,28116,0.8471028
469,40444,0.8470626
460,40444,0.8470626
734,35337,0.84705687
1966,7677,0.8470062
2214,60949,0.84696305
859,29227,0.8469509
859,27619,0.84694415
1280,58865,0.84694093
169,10507,0.8468802
194,10507,0.8468802
767,10507,0.84685194
661,10507,0.84685194
1737,11856,0.8468154
1324,1544,0.8467994
39,9790,0.8467699
477,10507,0.8466816
483,10507,0.8466816
267,10507,0.8466816
2332,6179,0.84659964
733,35337,0.84657687
1423,483,0.8465665
1324,32246,0.8465087
677,7509,0.84648836
1759,56281,0.84648746
570,7908,0.8464675
193,15339,0.8464331
1976,44761,0.8463963
1895,44761,0.8463963
1860,47552,0.84638584
1652,26305,0.84638375
1818,12109,0.8463824
1816,57383,0.8463532
2565,17905,0.8462536
667,45637,0.84624887
2042,11758,0.84621483
469,44761,0.8461966
460,44761,0.8461966
2037,37028,0.84613496
363,32188,0.8461208
1431,38561,0.8461064
1498,23470,0.84609616
926,50780,0.84608126
39,14067,0.8460804
973,39695,0.8460378
1050,14217,0.8460317
1486,31257,0.8460228
1460,51273,0.8457743
361,6891,0.84573615
284,50304,0.8457083
2343,1908,0.84570277
2355,43811,0.84569573
773,4615,0.84567744
677,44986,0.8456765
2385,8825,0.8456719
1862,2357,0.845663
527,27630,0.84554875
773,31322,0.8455245
973,28335,0.84548926
1519,15455,0.84547466
1380,6890,0.84543574
454,50304,0.8453162
2306,41678,0.8451544
2042,32384,0.8450465
1408,22282,0.8449991
1380,24764,0.84495896
2332,43415,0.8449464
1068,47930,0.84493244
1828,45980,0.8449241
1536,50488,0.8449166
2399,39107,0.8448838
23,39394,0.84486175
18,16218,0.8448116
891,57047,0.844764
973,50780,0.8447373
90,43570,0.8446892
505,22305,0.84468776
566,63845,0.8446697
184,42348,0.8446688
359,44761,0.8446131
321,44761,0.8446131
278,44761,0.8446131
804,40488,0.84461117
1976,40444,0.84452784
1895,40444,0.84452784
82,9019,0.8444638
570,17415,0.84440804
811,61145,0.84439933
1053,29036,0.8443346
849,1933,0.8443006
2318,56541,0.8442334
322,35337,0.84416056
821,57047,0.8441527
889,57047,0.8441527
406,30906,0.8441407
115,14605,0.8441231
3,14605,0.8441231
42,14605,0.8441231
2603,14605,0.8441231
1050,28751,0.84406924
498,23604,0.84406376
1432,19158,0.84404504
2049,53957,0.84403825
926,61919,0.8440126
861,10507,0.8439971
886,10507,0.8439971
1978,3542,0.8439083
1012,57533,0.8438741
658,13336,0.8438531
828,45269,0.84378815
944,53417,0.84377605
2042,37919,0.8437577
676,51641,0.8437395
526,23224,0.8437314
703,13440,0.8437226
120,9292,0.84364796
2526,30458,0.84363353
996,16499,0.8436227
514,8178,0.84358126
1750,9880,0.84356976
1324,37169,0.8435008
1818,49169,0.84348947
64,30691,0.84347534
1796,34774,0.84346193
835,45165,0.84345543
916,44025,0.84345186
924,37702,0.84343034
1491,60742,0.84341955
1126,58030,0.84341085
812,42156,0.84340346
2049,34340,0.84337187
1972,18611,0.84336734
483,57047,0.8433651
267,57047,0.8433651
477,57047,0.8433651
570,27230,0.8433322
2332,58940,0.8433024
2416,52748,0.8433018
583,43577,0.8432692
1818,53668,0.8432457
284,40488,0.843219
18,23948,0.8431914
2509,2576,0.8431859
1166,61772,0.84311664
2332,42336,0.84303033
1895,27953,0.8430187
1976,27953,0.8430187
1151,15066,0.8429302
527,12890,0.8427856
1998,52946,0.8426765
916,7509,0.8426467
584,43912,0.84249336
1818,61117,0.84249234
1519,10163,0.84246445
1973,3287,0.84242105
1989,40086,0.84241486
811,5789,0.8423929
2374,52549,0.8423811
340,4810,0.84236246
2565,11310,0.84233874
2042,14217,0.8423319
19,5130,0.8423261
2214,31052,0.8423232
2341,63682,0.842317
321,27953,0.84223104
278,27953,0.84223104
359,27953,0.84223104
2399,56771,0.8421849
542,37320,0.842082
1701,63140,0.8419633
178,61103,0.84193885
1380,34720,0.841897
483,14605,0.8418658
477,14605,0.8418658
267,14605,0.8418658
996,36952,0.84180576
996,60153,0.8417308
2405,58965,0.8417306
2049,2475,0.84163797
1916,42326,0.8416265
1662,46299,0.84161067
677,19343,0.84159577
830,12270,0.84157157
393,57047,0.8415301
598,57047,0.8415301
425,57047,0.8415301
2194,19764,0.8415142
1972,8511,0.84145916
561,10805,0.8414339
659,7525,0.841429
1307,37787,0.84126747
851,6891,0.8412633
842,31888,0.8412505
2478,50005,0.84123313
916,44986,0.8411808
2500,23200,0.8411693
1519,34481,0.84116876
2037,24415,0.8411468
1998,53611,0.8411324
2579,24764,0.84109896
1051,23224,0.84108174
284,64255,0.8410752
733,9291,0.8410462
664,56347,0.8410003
973,61145,0.84099185
1930,7525,0.84095067
916,24285,0.84092474
986,51630,0.84091985
739,40526,0.8408729
1519,43474,0.84083414
1841,14659,0.84078467
528,17214,0.84076846
1050,56496,0.8407128
1108,36030,0.84071046
194,14605,0.8406528
169,14605,0.8406528
2416,16807,0.84065104
511,51633,0.84056294
986,28314,0.8405378
990,54254,0.8405204
175,10635,0.8405185
1087,60630,0.8404502
1037,10170,0.8404304
1898,50755,0.84040165
1012,17171,0.8403988
2540,29280,0.8403965
340,34865,0.84035224
1737,7563,0.84031165
1188,51976,0.8402719
628,10507,0.8402554
534,10507,0.8402554
425,10507,0.84018505
393,10507,0.84018505
598,10507,0.84018505
1972,31037,0.8401637
1046,26792,0.84016323
934,4810,0.8401598
1382,49814,0.8401482
1672,38688,0.84013486
340,50670,0.8400495
131,56576,0.8400336
1662,63622,0.8400298
624,16337,0.84002274
2405,55424,0.8400154
2574,1845,0.84000635
340,28636,0.8400051
282,1563,0.83994055
2294,35102,0.83990914
944,11678,0.8398864
155,27953,0.8398776
333,46239,0.83987164
364,43640,0.8398385
1946,31133,0.8398169
264,45805,0.83980155
1050,58223,0.83979714
798,5087,0.8397236
2374,17062,0.8397074
274,48708,0.83969545
1671,31853,0.8396801
584,53879,0.83962846
2489,51976,0.83953536
2597,58736,0.8395221
657,17713,0.83951
269,16666,0.8394834
1050,63403,0.8394309
1164,33856,0.8394065
2182,5574,0.8393901
543,30721,0.8393348
2188,27382,0.8393004
996,5730,0.8392824
1431,17124,0.8392669
317,32957,0.83923656
773,19923,0.8391961
1185,24925,0.8391931
911,2308,0.8391927
1519,17214,0.83917373
659,48928,0.8391093
2399,49296,0.8391044
1519,12890,0.8390423
1972,52956,0.83903134
2374,43811,0.8390095
131,18337,0.8390044
1868,28641,0.83895814
454,64255,0.8389059
2075,23618,0.8388724
2184,33580,0.83884454
1970,4540,0.8387798
361,16456,0.8387693
971,20341,0.8386878
60,1796,0.8385857
131,43777,0.83852667
361,39396,0.83844054
642,17562,0.8384368
2374,44385,0.83843064
1053,41972,0.8384103
2455,8728,0.8384084
2214,22952,0.83839345
2212,51617,0.8383783
2578,11758,0.83825743
1380,34018,0.8382119
526,37787,0.83819824
1486,41396,0.83819234
18,39550,0.8381655
1746,31919,0.83813524
1261,39032,0.8381134
973,51641,0.8380871
540,46299,0.83805376
135,21475,0.83804476
1818,42029,0.83802754
1671,31981,0.8380259
1737,55543,0.8379072
578,53879,0.8378956
1018,39715,0.8378867
967,39715,0.8378867
680,21454,0.83788455
836,33657,0.83786666
515,16923,0.83783597
2399,57777,0.83783007
590,21032,0.8378261
811,50780,0.8378145
703,7103,0.837793
1989,29702,0.8377887
572,57499,0.83778036
613,63356,0.8377042
535,17960,0.83766496
2538,43640,0.83764076
1380,1043,0.83763933
1122,51976,0.83763313
361,22952,0.837633
1051,56496,0.8376062
1051,34331,0.8375811
23,19237,0.83755445
2193,21032,0.8375386
1977,57630,0.83750296
1431,50897,0.8374697
363,35232,0.83743846
811,2762,0.83739495
988,7525,0.8373883
1050,1563,0.83737296
811,42542,0.83734787
2433,1845,0.83726335
2540,14213,0.83725727
1380,16624,0.8372233
2509,39229,0.8372135
322,32111,0.83718437
349,58940,0.8371527
349,53442,0.8371484
2249,45957,0.8371112
1626,57953,0.8370997
624,34023,0.83709407
1087,40866,0.8370766
534,57047,0.83706534
628,57047,0.83706534
345,34536,0.83705676
1913,29409,0.8370497
526,30906,0.837003
2306,56656,0.8369876
2355,6070,0.8369762
2457,52875,0.8369754
570,13705,0.83691806
2085,42192,0.83683515
659,63588,0.83679044
1630,21004,0.83674777
659,55705,0.8366307
1736,6044,0.8366016
1643,55424,0.83659846
1945,46437,0.836594
1380,7564,0.83657706
2188,37102,0.8365767
505,61694,0.8365484
2385,50108,0.83653826
617,6317,0.83651954
842,27753,0.83651006
1833,50611,0.83650666
595,54340,0.83638346
1975,23036,0.8363569
658,56771,0.8363267
514,27082,0.8362411
361,63403,0.83622754
624,37624,0.8362069
44,47112,0.8361837
1818,24963,0.836159
215,40296,0.8361501
23,37268,0.8361442
1829,7564,0.8361406
1625,42029,0.83613074
2519,46640,0.8361185
135,59907,0.8360866
2327,39926,0.8360331
773,61117,0.83600163
1280,61128,0.8359947
340,33856,0.8359628
514,33681,0.8359278
2399,26570,0.83591557
2037,54941,0.83587694
1842,30002,0.83586115
40,46661,0.8358573
946,35459,0.8358258
901,25824,0.83581626
1225,34920,0.8358016
1599,35543,0.83579206
1814,50008,0.8357884
734,9291,0.83577573
360,42372,0.8357729
806,27702,0.8357649
2328,4723,0.8357402
1997,1869,0.83573055
1998,2464,0.83567476
1408,4688,0.8356544
2037,21327,0.835644
212,56967,0.83563596
1913,17062,0.8356333
264,7950,0.8356294
184,14020,0.8356275
2328,34940,0.8355979
361,31052,0.83557516
74,2464,0.83557224
1382,35892,0.8355694
1051,28751,0.835546
1148,17415,0.83554316
1203,12182,0.83552396
542,38173,0.8355012
46,2357,0.83550066
349,22635,0.8354968
2282,7373,0.83547974
578,39107,0.8354575
185,7103,0.8354444
559,36952,0.83543247
60,8468,0.8354316
1222,15861,0.83540237
842,60153,0.8353808
619,6000,0.83536565
512,1818,0.83535826
1482,35562,0.8353577
282,63403,0.83533275
570,1268,0.8353263
2246,27234,0.8353181
1964,46752,0.8353028
1431,7950,0.8352779
811,52946,0.83527064
614,29154,0.83526814
2441,16,0.83526087
1957,34774,0.8352391
55,12067,0.8352382
1869,58607,0.83522
282,60337,0.835135
619,37894,0.83511937
2433,39474,0.835101
392,13754,0.83508265
1592,29963,0.8350725
667,58298,0.83505905
2473,12731,0.83503515
1662,15307,0.8350307
1750,5487,0.8350094
2361,51830,0.8350071
1818,4615,0.8349631
2464,28116,0.8349526
349,49039,0.8348955
2399,35609,0.8348952
266,3367,0.83488035
2500,27953,0.8348793
680,9709,0.83487076
1750,5702,0.8348491
1094,4711,0.8348417
660,59206,0.8348376
1776,18854,0.83483243
680,26191,0.83477926
2568,53442,0.83477235
6,28285,0.8347575
1534,48427,0.834732
264,50897,0.83472925
2049,49356,0.83472526
2332,30264,0.83471644
