id1,id2,sim_score
50944416,82583255,0.9158753
29064292,83724071,0.91583735
78504458,78504449,0.9157699
68173491,18862066,0.91573757
18862066,68173491,0.91573757
12032039,66810868,0.9157146
66810868,12032039,0.9157146
30141859,79821099,0.9156934
79821099,30141859,0.9156934
75297744,32658304,0.91498774
32658304,75297744,0.91498774
92858368,72819377,0.9148794
72819377,92858368,0.9148794
28224541,2024149,0.9147811
2024149,28224541,0.9147811
72819377,43411151,0.9147036
43411151,72819377,0.9147036
64223023,48790334,0.91460836
48790334,64223023,0.91460836
31803140,88945662,0.9145318
45014189,84899710,0.9143389
84899710,45014189,0.9143389
62287971,22109936,0.9143089
22109936,62287971,0.9143089
50944416,88945662,0.9141248
88945662,50944416,0.9141248
14654897,18480165,0.9140538
64323838,40208952,0.913923
40208952,64323838,0.913923
98554509,95781094,0.9137429
66129710,54377216,0.9131969
68173491,91126559,0.913181
21044132,84465814,0.9131598
84465814,21044132,0.9131598
67614478,72819377,0.9129301
72819377,67614478,0.9129301
22211135,83724071,0.9128576
83724071,22211135,0.9128576
19006949,54798530,0.9128267
78223883,50944416,0.9128227
13174650,65028129,0.91274846
40845396,35759560,0.91274464
1741624,19102781,0.9127296
19102781,1741624,0.9127296
93836358,94106554,0.9123874
94106554,93836358,0.9123874
52249526,38344216,0.91237146
38344216,52249526,0.91237146
4486003,84465814,0.91223204
53521572,65028129,0.91221535
47948274,57337098,0.9121922
17681625,17869090,0.91217196
41902860,28603694,0.9121045
28603694,41902860,0.9121045
83274921,3420227,0.91200376
3420227,83274921,0.91200376
87322400,38071613,0.9118626
30141859,3447561,0.9118339
3447561,30141859,0.9118339
28224541,50769372,0.91180384
48791418,42779659,0.91167635
7020103,51683015,0.9114729
51683015,7020103,0.9114729
14654897,9513553,0.9112911
87572356,47613152,0.9112314
47613152,87572356,0.9112314
46987758,8315719,0.9111055
8315719,46987758,0.9111055
64518758,12853731,0.9110031
41987114,52851091,0.9109978
87637930,64518758,0.9109782
11620368,8565641,0.9109709
8565641,11620368,0.9109709
3348619,54992750,0.91086227
66053411,21755591,0.91085756
21755591,66053411,0.91085756
87824933,22109936,0.91083324
62891962,81408609,0.9108294
18480165,36425270,0.91074985
36425270,18480165,0.91074985
87259085,93836358,0.91074634
12389785,30141859,0.91053
30141859,12389785,0.91053
8315719,78196838,0.910509
78196838,8315719,0.910509
25135333,27074490,0.91049856
27074490,25135333,0.91049856
96636315,65028129,0.9103305
46246978,21122556,0.9101683
50156673,88398980,0.9100838
88398980,50156673,0.9100838
31803140,25135333,0.9100439
25135333,31803140,0.9100439
23007161,27195828,0.9098184
27195828,23007161,0.9098184
34259452,53464814,0.90976596
11620368,66053411,0.90963566
66053411,11620368,0.90963566
14519075,28656579,0.9094925
28656579,14519075,0.9094925
93674071,30526558,0.90947795
30526558,93674071,0.90947795
19102781,68173491,0.9094018
31373426,77146001,0.9094
88168633,51946981,0.9093969
51946981,88168633,0.9093969
90795718,18331466,0.9088974
18331466,90795718,0.9088974
18666720,2952392,0.9088562
2952392,18666720,0.9088562
67614478,92858368,0.90871716
87281733,35759560,0.90867287
18480165,1329026,0.90865904
1329026,18480165,0.90865904
67556867,21122556,0.9086193
36027066,96636315,0.90849423
96636315,36027066,0.90849423
47814705,27923177,0.9083824
27923177,47814705,0.9083824
87637930,87317188,0.9083779
87317188,87637930,0.9083779
40116448,29914496,0.90836966
23007161,12650660,0.9082425
12650660,23007161,0.9082425
96142257,71716796,0.9077084
3495669,1647419,0.9076983
1647419,3495669,0.9076983
48790334,30502153,0.9074698
76024362,16871572,0.9074683
16871572,76024362,0.9074683
62368315,8994298,0.9074478
8994298,62368315,0.9074478
51733905,17103408,0.9073224
17103408,51733905,0.9073224
77146001,96142257,0.90710336
96142257,77146001,0.90710336
10385523,29914496,0.90703744
29914496,10385523,0.90703744
75749012,98554509,0.9070215
81239989,36868284,0.9069276
15725521,17629924,0.90691686
47146148,88773659,0.9065876
91929224,51946981,0.9065219
51946981,91929224,0.9065219
92894304,41234714,0.90642226
28284405,33206318,0.9063799
33206318,28284405,0.9063799
71555853,87824933,0.9063052
87824933,71555853,0.9063052
87322400,54377216,0.90611804
54377216,87322400,0.90611804
2046148,10385523,0.9059832
10385523,2046148,0.9059832
83724071,67318157,0.905938
67318157,83724071,0.905938
53737120,74908666,0.905913
27021728,11676180,0.90589964
66129710,38071613,0.9054867
38071613,66129710,0.9054867
46441935,74659398,0.9053896
91929224,27043300,0.90538645
90945536,98124674,0.90531814
77338417,93836358,0.9052395
52851091,77020269,0.90520847
50769372,24494324,0.9051241
24494324,50769372,0.9051241
78223883,25135333,0.9051085
25135333,78223883,0.9051085
53521572,13174650,0.90504277
17103408,63000389,0.9050384
2158913,14128915,0.9045967
48791418,51683015,0.90457463
51683015,48791418,0.90457463
16871572,80529811,0.9045326
51683015,6721540,0.90452224
6721540,51683015,0.90452224
70403624,93725418,0.9044506
98124674,23211539,0.90408033
98554509,54798530,0.90358055
12051271,27043300,0.90354425
27043300,12051271,0.90354425
29339493,28224541,0.9033627
28224541,29339493,0.9033627
36425270,47814705,0.9033507
47814705,36425270,0.9033507
48791418,29339493,0.90330714
29339493,48791418,0.90330714
34259452,23055402,0.9033018
19949293,87824933,0.9032917
87824933,19949293,0.9032917
7021169,83592973,0.90324664
83592973,7021169,0.90324664
15678458,97168711,0.9031734
97168711,15678458,0.9031734
18862066,1741624,0.9031638
56383083,98554509,0.9030187
38823136,21044132,0.90293646
56383083,75749012,0.90285444
80963811,6978466,0.902847
6978466,80963811,0.902847
47146148,34388814,0.9028467
30674519,30454889,0.9027462
13174650,5092599,0.9027171
5092599,13174650,0.90271705
76024362,84429009,0.90261066
88398980,11676180,0.9025775
5603029,93674071,0.9024958
69167600,8565641,0.90248156
8565641,69167600,0.90248156
48791418,28224541,0.90232724
28224541,48791418,0.90232724
30336988,76657775,0.9023006
76657775,30336988,0.9023006
84438504,84977888,0.90227455
84977888,84438504,0.90227455
19102781,91126559,0.90225804
91126559,19102781,0.90225804
27843837,22109936,0.9022416
22109936,27843837,0.9022416
7736538,41530379,0.90212935
71555853,19949293,0.90205514
19949293,71555853,0.90205514
36803847,30454889,0.9019516
45145764,36986473,0.9017552
30526558,98124674,0.9016628
98124674,30526558,0.9016628
80753512,65372331,0.9016533
7383991,72838471,0.90163046
43904710,54798530,0.9015481
16871572,84429009,0.901394
84429009,16871572,0.901394
90183159,36425270,0.90124094
36425270,90183159,0.90124094
12389785,45946412,0.90120554
7574514,61066243,0.9011053
91126559,18862066,0.9010499
13502365,3736831,0.90103817
87459276,89243104,0.9010254
89243104,87459276,0.9010254
28224541,42779659,0.90080154
42779659,28224541,0.90080154
80963811,25980770,0.9007602
51683015,67318157,0.9007523
67318157,51683015,0.9007523
80963811,80753512,0.90067637
80753512,80963811,0.90067637
27043300,51946981,0.90056837
51946981,27043300,0.90056837
6721540,83724071,0.9005064
83724071,6721540,0.9005064
75551932,9951028,0.9003496
46987758,66437726,0.9003245
66437726,46987758,0.9003245
23211539,93674071,0.90029645
93674071,23211539,0.90029645
22007806,79821099,0.9002636
79821099,22007806,0.9002636
59536106,36425270,0.9001651
48484532,30454889,0.9000417
39417365,71957793,0.8997459
81954319,50156673,0.8996568
50156673,81954319,0.8996567
47751906,36986473,0.89952695
50944416,47751906,0.8994489
27843837,19949293,0.89936197
19949293,27843837,0.89936197
66437726,82583255,0.89925414
82583255,66437726,0.89925414
22211135,67318157,0.8992307
67318157,22211135,0.8992307
8315719,54500223,0.8989335
54500223,8315719,0.8989335
25593960,12389785,0.8987752
12389785,25593960,0.8987752
6480791,66625804,0.8987137
66625804,6480791,0.8987137
43932865,3807651,0.8985957
3807651,43932865,0.8985957
14224876,76569969,0.898553
59536106,66564908,0.89846635
9016004,3223487,0.89845204
3223487,9016004,0.89845204
51733905,63000389,0.89842784
63000389,51733905,0.89842784
84459988,39833087,0.8984064
98124674,66625804,0.89837956
66625804,98124674,0.89837956
11022309,97396039,0.8981863
97396039,11022309,0.8981863
20900807,27700752,0.89811623
84459988,81603750,0.8981142
81603750,84459988,0.8981142
50769372,7020103,0.8980922
7020103,50769372,0.8980922
25593960,22007806,0.89797306
22007806,25593960,0.89797306
14654897,59536106,0.897907
53660770,53451198,0.8979058
53451198,53660770,0.8979058
82583255,36986473,0.89781374
20900807,3420227,0.8977194
61066243,56884127,0.8976526
56884127,61066243,0.8976526
8315719,36986473,0.8975831
91980346,45001854,0.897583
45001854,91980346,0.897583
12109505,53451198,0.8975651
2208630,7931274,0.8974929
25870078,71555853,0.8973806
28129178,35978749,0.8972881
35978749,28129178,0.8972881
18289538,12650660,0.8972353
93674071,98124674,0.89715433
98124674,93674071,0.89715433
88168633,12051271,0.8971342
12051271,88168633,0.8971342
66625804,23211539,0.8970971
23211539,66625804,0.8970971
66625804,5603029,0.8970271
6480791,23211539,0.8970231
10999896,15787372,0.89689064
15787372,10999896,0.89689064
44483408,55393360,0.89687675
55393360,44483408,0.89687675
10937592,77969198,0.8966967
20900807,83274921,0.8965746
79475473,10999896,0.8965063
10999896,79475473,0.8965063
8315719,38071613,0.8964618
38071613,8315719,0.8964618
98124674,5603029,0.8963978
5603029,98124674,0.8963978
5603029,6480791,0.8963741
6480791,5603029,0.8963741
50769372,2024149,0.8963325
2024149,50769372,0.8963325
11665937,35809370,0.8962818
18137846,13718289,0.8962573
47751906,54500223,0.8961974
54500223,47751906,0.8961974
47784049,12389785,0.89619184
12389785,47784049,0.89619184
65372331,80963811,0.89612293
32904204,16785446,0.8960887
16785446,32904204,0.8960887
3762458,18331466,0.8960375
18331466,3762458,0.8960375
22007806,30141859,0.89591914
30141859,22007806,0.89591914
2046148,55645397,0.8959007
55645397,2046148,0.8959007
78223883,76657775,0.89580965
54500223,66437726,0.89580643
66437726,54500223,0.89580643
7717624,36133874,0.8957415
98124674,6480791,0.89567584
6480791,98124674,0.89567584
36027066,13174650,0.89564633
13174650,36027066,0.89564633
41902860,54798530,0.89528644
2952392,74461011,0.8952842
74461011,2952392,0.8952842
81962548,56736608,0.89526
50278024,67028945,0.89519054
25980770,80753512,0.8951876
80753512,25980770,0.8951876
34301207,86775292,0.89510816
86775292,34301207,0.89510816
47751906,66437726,0.89480984
66437726,47751906,0.89480984
24557096,80753512,0.8947606
96142257,6800809,0.89468145
6800809,96142257,0.89468145
33078108,29553137,0.8946663
29553137,33078108,0.8946663
18480165,66564908,0.8946419
52993309,66437726,0.8945536
66437726,52993309,0.8945536
14128915,51733905,0.8944411
51733905,14128915,0.8944411
58599683,76195289,0.8943902
13142970,4284864,0.8943646
81954319,11676180,0.8942578
82583255,25135333,0.8942504
25135333,82583255,0.8942504
70495926,9862290,0.8942491
57337098,50278024,0.89421546
50278024,57337098,0.89421535
3762458,71442235,0.8940627
71442235,3762458,0.8940627
67614478,13238453,0.89395916
13238453,67614478,0.89395916
78223883,31803140,0.8938744
85887866,5312650,0.8938457
5312650,85887866,0.8938457
26425849,66564908,0.8935703
59536106,1329026,0.89349145
35759560,11022309,0.8933732
11022309,35759560,0.8933732
45145764,78196838,0.8933648
78196838,45145764,0.8933648
52993309,8315719,0.8932934
8315719,52993309,0.8932934
12524915,8994298,0.89323604
18874158,72314218,0.8932295
54829738,67275979,0.8930712
45759535,30454889,0.89293283
18456007,61794834,0.8928427
55645397,75157949,0.8928208
75157949,55645397,0.8928208
74972794,1136383,0.8927504
1136383,74972794,0.8927504
10557104,25945492,0.892733
29064292,14576497,0.8926697
14576497,29064292,0.8926697
25135333,88945662,0.89256865
88945662,25135333,0.89256865
25135333,23775322,0.8925265
23775322,25135333,0.8925265
43904710,75749012,0.89242494
75749012,43904710,0.89242494
81954319,27021728,0.8923813
27021728,81954319,0.8923812
88945662,78223883,0.8922774
78223883,88945662,0.8922774
12772810,80725760,0.8921723
80725760,12772810,0.8921723
3762458,22992322,0.8920849
22992322,3762458,0.8920849
74461011,15678458,0.892055
15678458,74461011,0.892055
69996428,13887167,0.8920438
13887167,69996428,0.8920438
1644190,8994298,0.89181817
8994298,1644190,0.89181817
87459276,9746845,0.891711
9746845,87459276,0.891711
87281733,40845396,0.8916301
40845396,87281733,0.8916301
75157949,2046148,0.89161515
2046148,75157949,0.89161515
53521572,96636315,0.8916143
96636315,53521572,0.8916143
25025467,93725418,0.89158446
93725418,25025467,0.89158446
53737120,55918296,0.8915625
81351830,90603941,0.89155704
90603941,81351830,0.89155704
57082229,77094922,0.89147997
46441935,8298432,0.89140004
8298432,46441935,0.89140004
48138837,36133874,0.8913555
78223883,52249526,0.89135313
34301207,27843837,0.8913066
27843837,34301207,0.8913066
41987114,33365078,0.8912569
21469105,76426260,0.8912413
89258775,3807651,0.8912391
3807651,89258775,0.8912391
38071613,66437726,0.891181
92858368,13238453,0.89117444
13238453,92858368,0.89117444
22007806,3447561,0.8908117
3447561,22007806,0.8908117
82583255,54500223,0.8907895
54500223,82583255,0.8907895
90945536,30526558,0.89073086
30526558,90945536,0.89073086
75749012,28603694,0.8906612
28603694,75749012,0.8906612
22992322,90795718,0.8905906
90795718,22992322,0.8905906
31276154,17103408,0.89055884
17103408,31276154,0.89055884
71555853,84514463,0.89052546
84514463,71555853,0.89052546
415992,55645397,0.8904885
25877530,30454890,0.8903692
45880639,73248952,0.8902135
50007186,47613152,0.89019954
7020103,22211135,0.8901596
22211135,7020103,0.8901596
47293324,52799959,0.8901287
24224044,3420227,0.89009345
24494324,29339493,0.88991916
13238453,43411151,0.8898972
48430039,84875057,0.88972557
78223883,38344216,0.8896073
51946981,62891962,0.88946915
62891962,51946981,0.88946915
75596485,70495926,0.889403
62891962,10385523,0.8892417
10385523,62891962,0.8892417
42779659,7020103,0.88921475
7020103,42779659,0.88921475
88957207,17103408,0.8890667
17103408,88957207,0.8890667
28656579,86176880,0.8890625
86176880,28656579,0.8890625
19006949,41902860,0.8890611
50005399,31803140,0.88899827
51683015,28224541,0.8889645
62242636,18922461,0.88896066
79625472,27700752,0.8888974
27700752,79625472,0.8888974
75132289,63000389,0.88887036
63000389,75132289,0.88887036
36022457,34388814,0.8888111
34388814,36022457,0.8888111
56383083,41902860,0.88875
88773659,36022457,0.8886458
17282907,48521210,0.8885515
3495669,81356812,0.8885445
87281733,16529934,0.8885398
16529934,87281733,0.8885398
25657556,4484537,0.8884943
75749012,41902860,0.8884251
41902860,75749012,0.8884251
8994298,28129178,0.88840044
28129178,8994298,0.88840044
13174650,7871753,0.88835967
7871753,13174650,0.88835967
24557096,65372331,0.8883586
51733905,75132289,0.88828814
75132289,51733905,0.88828814
87459276,46010816,0.88827705
50005399,25135333,0.88826036
97396039,44483408,0.88825774
44483408,97396039,0.88825774
19411291,3223487,0.88824517
3223487,19411291,0.88824517
29914496,55645397,0.8881161
2952392,29204789,0.8880821
50005399,38344216,0.88806534
2952392,65655694,0.8880315
65655694,2952392,0.8880315
42341716,19411291,0.8880062
7871753,96636315,0.8880049
45313699,66680332,0.887877
18289538,81408609,0.8878164
33078108,11409646,0.88776016
11409646,33078108,0.88776016
66053411,75249284,0.88773596
29064292,28224541,0.8876982
45145764,52993309,0.88767916
52993309,45145764,0.88767916
30674519,30454890,0.8876358
45880639,10373250,0.88761854
10385523,415992,0.88758147
415992,10385523,0.88758147
88957207,31276154,0.88749975
31276154,88957207,0.88749975
70558780,64223023,0.8874796
87317188,28224541,0.88745165
44483408,16529934,0.88743997
96279287,80159309,0.88732135
12291734,12959047,0.88720727
13238453,72819377,0.8871813
18666720,65655694,0.8871672
65655694,18666720,0.8871672
75799899,46809516,0.8868829
43932865,14345451,0.8868332
14345451,43932865,0.8868332
77094922,41234714,0.88682663
41234714,77094922,0.88682663
67318157,6721540,0.8867361
91137581,62145678,0.88661605
32413380,7413764,0.8865117
15725521,10719102,0.88648665
10719102,15725521,0.88648665
66053411,69167600,0.886394
69167600,66053411,0.886394
39833087,12959047,0.88628674
12959047,39833087,0.88628674
29064292,48791418,0.8861976
48791418,29064292,0.8861976
42341716,9016004,0.88618267
22211135,28224541,0.8860251
64223023,10373250,0.88599896
24557096,25980770,0.885993
18666720,15678458,0.8859656
15678458,18666720,0.8859656
71957793,94106554,0.88593316
94106554,71957793,0.88593316
67028945,57337098,0.88589966
57337098,67028945,0.88589966
53426556,81439789,0.88581085
28603694,54798530,0.885802
48484532,30454890,0.88578486
78223883,82583255,0.88576466
82583255,78223883,0.88576466
64323838,38344216,0.88552296
29064292,7020103,0.88540673
7020103,29064292,0.88540673
48791418,22211135,0.8853812
22211135,48791418,0.8853812
52993309,47751906,0.88536215
47751906,52993309,0.88536215
14519075,26301462,0.8853382
64323838,31803140,0.8852703
91929224,88168633,0.88518965
88168633,91929224,0.88518965
45313699,7158327,0.88506633
47751906,25135333,0.88504803
69996428,10999896,0.8849611
43904710,41902860,0.88494116
23491163,91126559,0.88488495
91126559,23491163,0.88488495
45145764,74756753,0.8848785
29553137,80103776,0.8848256
96142257,10214898,0.8848125
10214898,96142257,0.8848125
69366044,22770211,0.884809
78196838,66437726,0.8847798
66625804,93674071,0.88477343
39417365,77338417,0.884701
75132289,31276154,0.8846077
31276154,75132289,0.8846077
18331466,10999896,0.8845041
65372331,25980770,0.88446057
25980770,65372331,0.88446057
18480165,90183159,0.8843841
90183159,18480165,0.8843841
5519409,47293324,0.88428056
34259452,58763783,0.8841825
58763783,34259452,0.8841825
52425202,2952392,0.8841725
2952392,52425202,0.8841725
87637930,28224541,0.8841698
2491460,64003605,0.88415545
18346724,36027066,0.88405526
36027066,18346724,0.88405526
52425202,29204789,0.88403285
29204789,52425202,0.88403285
13253151,47070583,0.88400114
6612505,70269940,0.8839356
50944416,52249526,0.88391113
52249526,50944416,0.88391113
98793471,53426556,0.8838169
81524454,6978466,0.88379484
68689972,84249757,0.88370335
30336988,52249526,0.8836725
52249526,30336988,0.8836725
78196838,46987758,0.88365865
46987758,78196838,0.88365865
43780660,48580118,0.8836329
48580118,43780660,0.8836329
10385523,75157949,0.8835467
75157949,10385523,0.8835467
12524915,1644190,0.88352937
1644190,12524915,0.88352937
90795718,3762458,0.8834144
3762458,90795718,0.8834144
90945536,93674071,0.8833506
25870078,62318417,0.88332593
76569969,15678458,0.88329077
15678458,76569969,0.88329077
69236418,32904204,0.8832853
26425849,1329026,0.8832745
27468857,75749012,0.8831896
75749012,27468857,0.8831896
40208952,8315719,0.883124
84875057,31803140,0.88310695
76657775,38344216,0.8829719
20900807,24224044,0.88295865
3420227,27429904,0.88291556
53641305,97987485,0.8828862
2282686,30454890,0.8828519
25870078,22109936,0.8826821
